,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
42,98.586,0.32,0.73,0.03,0.26,0.0,0.0,0.0,0.02,0.02,30.0,0.0,865.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,865.0,60.0,348.0
43,98.414,0.37,0.78,0.02,0.27,0.0,0.0,0.0,0.0,0.11,30.0,0.0,865.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1270.0,865.0,60.0,368.0
44,98.511,0.35,0.82,0.0,0.25,0.0,0.0,0.0,0.03,0.0,30.0,0.0,865.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,825.0,865.0,60.0,341.0
45,98.575,0.37,0.72,0.02,0.24,0.0,0.0,0.0,0.02,0.02,30.0,0.0,865.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,865.0,60.0,365.0
46,98.583,0.32,0.63,0.08,0.21,0.0,0.0,0.0,0.06,0.1,30.0,0.0,865.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,610.0,865.0,60.0,325.0
47,98.306,0.45000000000000007,0.79,0.02,0.25,0.0,0.0,0.0,0.02,0.13,30.0,0.0,845.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,513.0
48,98.354,0.45000000000000007,0.76,0.02,0.26,0.0,0.0,0.0,0.0,0.11,30.0,0.0,845.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1270.0,845.0,60.0,448.0
49,98.29,0.45000000000000007,0.71,0.13,0.24,0.0,0.0,0.0,0.12,0.06,30.0,0.0,845.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,465.0
50,98.388,0.44000000000000006,0.82,0.02,0.24,0.0,0.0,0.0,0.03,0.02,30.0,0.0,845.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,825.0,845.0,60.0,460.5195920374797
51,98.488,0.42000000000000004,0.78,0.03,0.22,0.0,0.0,0.0,0.0,0.02,30.0,0.0,845.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,825.0,845.0,60.0,437.0
52,98.354,0.48,0.75,0.0,0.25,0.0,0.0,0.0,0.02,0.1,30.0,0.0,845.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,487.08405730465165
53,98.335,0.47,0.72,0.04,0.25,0.0,0.0,0.0,0.13,0.04,30.0,0.0,845.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,462.6807771105915
54,98.367,0.43000000000000005,0.83,0.0,0.22,0.0,0.0,0.0,0.0,0.12,30.0,0.0,845.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,475.0
55,98.29,0.49,0.8,0.0,0.26,0.0,0.0,0.0,0.02,0.08999999999999998,30.0,0.0,845.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1270.0,845.0,60.0,504.0
56,98.164,0.45000000000000007,0.79,0.15,0.25,0.0,0.0,0.0,0.12,0.04,30.0,0.0,845.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,486.0
57,98.496,0.42000000000000004,0.7,0.0,0.26,0.0,0.0,0.0,0.0,0.1,30.0,0.0,845.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1270.0,845.0,60.0,452.0
58,98.306,0.45000000000000007,0.79,0.02,0.25,0.0,0.0,0.0,0.02,0.13,30.0,0.0,845.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,459.0
59,98.354,0.45000000000000007,0.76,0.02,0.26,0.0,0.0,0.0,0.0,0.11,30.0,0.0,845.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1270.0,845.0,60.0,434.9000116377629
60,98.29,0.45000000000000007,0.71,0.13,0.24,0.0,0.0,0.0,0.12,0.06,30.0,0.0,845.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,437.0
61,98.388,0.44000000000000006,0.82,0.02,0.24,0.0,0.0,0.0,0.03,0.02,30.0,0.0,845.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,825.0,845.0,60.0,415.0
62,98.488,0.42000000000000004,0.78,0.03,0.22,0.0,0.0,0.0,0.0,0.02,30.0,0.0,845.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,825.0,845.0,60.0,401.0
63,98.354,0.48,0.75,0.0,0.25,0.0,0.0,0.0,0.02,0.1,30.0,0.0,845.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,463.0
64,98.335,0.47,0.72,0.04,0.25,0.0,0.0,0.0,0.13,0.04,30.0,0.0,845.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,442.0
65,98.367,0.43000000000000005,0.83,0.0,0.22,0.0,0.0,0.0,0.0,0.12,30.0,0.0,845.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,427.12095326268775
66,98.29,0.49,0.8,0.0,0.26,0.0,0.0,0.0,0.02,0.08999999999999998,30.0,0.0,845.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1270.0,845.0,60.0,468.0
67,98.164,0.45000000000000007,0.79,0.15,0.25,0.0,0.0,0.0,0.12,0.04,30.0,0.0,845.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,419.0729672237693
68,98.496,0.42000000000000004,0.7,0.0,0.26,0.0,0.0,0.0,0.0,0.1,30.0,0.0,845.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1270.0,845.0,60.0,422.0
69,98.306,0.45000000000000007,0.79,0.02,0.25,0.0,0.0,0.0,0.02,0.13,30.0,0.0,845.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,413.0
70,98.354,0.45000000000000007,0.76,0.02,0.26,0.0,0.0,0.0,0.0,0.11,30.0,0.0,845.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1270.0,845.0,60.0,402.0978826629504
71,98.29,0.45000000000000007,0.71,0.13,0.24,0.0,0.0,0.0,0.12,0.06,30.0,0.0,845.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,383.85284753213944
72,98.388,0.44000000000000006,0.82,0.02,0.24,0.0,0.0,0.0,0.03,0.02,30.0,0.0,845.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,825.0,845.0,60.0,378.0
73,98.488,0.42000000000000004,0.78,0.03,0.22,0.0,0.0,0.0,0.0,0.02,30.0,0.0,845.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,825.0,845.0,60.0,372.0
74,98.354,0.48,0.75,0.0,0.25,0.0,0.0,0.0,0.02,0.1,30.0,0.0,845.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,415.0
75,98.335,0.47,0.72,0.04,0.25,0.0,0.0,0.0,0.13,0.04,30.0,0.0,845.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,396.0
76,98.367,0.43000000000000005,0.83,0.0,0.22,0.0,0.0,0.0,0.0,0.12,30.0,0.0,845.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,395.2866734093759
77,98.29,0.49,0.8,0.0,0.26,0.0,0.0,0.0,0.02,0.08999999999999998,30.0,0.0,845.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1270.0,845.0,60.0,413.96318343491913
78,98.164,0.45000000000000007,0.79,0.15,0.25,0.0,0.0,0.0,0.12,0.04,30.0,0.0,845.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,398.0
79,98.496,0.42000000000000004,0.7,0.0,0.26,0.0,0.0,0.0,0.0,0.1,30.0,0.0,845.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1270.0,845.0,60.0,390.38533660026445
80,98.34,0.55,0.76,0.0,0.23,0.0,0.0,0.0,0.0,0.08999999999999998,30.0,0.0,825.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,825.0,60.0,523.0
81,98.257,0.54,0.76,0.0,0.26,0.0,0.0,0.0,0.02,0.12,30.0,0.0,825.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1270.0,825.0,60.0,534.0
82,98.219,0.52,0.83,0.02,0.29,0.0,0.0,0.0,0.04,0.04,30.0,0.0,825.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,825.0,825.0,60.0,489.0
83,98.485,0.56,0.37,0.11,0.26,0.0,0.0,0.0,0.04,0.13,30.0,0.0,825.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,660.0,825.0,60.0,539.5256707351359
84,98.478,0.54,0.75,0.0,0.2,0.0,0.0,0.0,0.0,0.0,30.0,0.0,825.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,825.0,825.0,60.0,495.0
85,98.285,0.57,0.74,0.02,0.23,0.0,0.0,0.0,0.0,0.12,30.0,0.0,825.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,825.0,60.0,532.0262672208471
86,98.155,0.53,0.83,0.0,0.3,0.0,0.0,0.0,0.02,0.12,30.0,0.0,825.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1270.0,825.0,60.0,531.0
87,98.144,0.57,0.82,0.0,0.3,0.0,0.0,0.0,0.02,0.1,30.0,0.0,825.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1270.0,825.0,60.0,533.0
88,98.327,0.56,0.68,0.03,0.25,0.0,0.0,0.0,0.03,0.1,30.0,0.0,825.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,610.0,825.0,60.0,492.0
89,98.288,0.52,0.8,0.02,0.21,0.0,0.0,0.0,0.02,0.1,30.0,0.0,825.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,825.0,60.0,505.0
90,98.073,0.54,0.7,0.22,0.27,0.0,0.0,0.0,0.06,0.1,30.0,0.0,825.0,24.0,24.0,550.0,0.0,30.0,30.0,30.0,610.0,825.0,60.0,541.0
91,98.34,0.55,0.76,0.0,0.23,0.0,0.0,0.0,0.0,0.08999999999999998,30.0,0.0,825.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,825.0,60.0,468.0
92,98.257,0.54,0.76,0.0,0.26,0.0,0.0,0.0,0.02,0.12,30.0,0.0,825.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1270.0,825.0,60.0,459.0
93,98.219,0.52,0.83,0.02,0.29,0.0,0.0,0.0,0.04,0.04,30.0,0.0,825.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,825.0,825.0,60.0,469.74628995389276
94,98.485,0.56,0.37,0.11,0.26,0.0,0.0,0.0,0.04,0.13,30.0,0.0,825.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,660.0,825.0,60.0,458.0
95,98.478,0.54,0.75,0.0,0.2,0.0,0.0,0.0,0.0,0.0,30.0,0.0,825.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,825.0,825.0,60.0,445.0
96,98.285,0.57,0.74,0.02,0.23,0.0,0.0,0.0,0.0,0.12,30.0,0.0,825.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,825.0,60.0,489.52882287496465
97,98.155,0.53,0.83,0.0,0.3,0.0,0.0,0.0,0.02,0.12,30.0,0.0,825.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1270.0,825.0,60.0,466.0
98,98.144,0.57,0.82,0.0,0.3,0.0,0.0,0.0,0.02,0.1,30.0,0.0,825.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1270.0,825.0,60.0,492.0642663325729
99,98.327,0.56,0.68,0.03,0.25,0.0,0.0,0.0,0.03,0.1,30.0,0.0,825.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,610.0,825.0,60.0,486.5820935099001
100,98.288,0.52,0.8,0.02,0.21,0.0,0.0,0.0,0.02,0.1,30.0,0.0,825.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,825.0,60.0,471.00384529095606
101,98.073,0.54,0.7,0.22,0.27,0.0,0.0,0.0,0.06,0.1,30.0,0.0,825.0,24.0,24.0,600.0,0.0,30.0,30.0,30.0,610.0,825.0,60.0,475.0
102,98.34,0.55,0.76,0.0,0.23,0.0,0.0,0.0,0.0,0.08999999999999998,30.0,0.0,825.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,825.0,60.0,442.3028703795651
103,98.257,0.54,0.76,0.0,0.26,0.0,0.0,0.0,0.02,0.12,30.0,0.0,825.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1270.0,825.0,60.0,418.0
104,98.219,0.52,0.83,0.02,0.29,0.0,0.0,0.0,0.04,0.04,30.0,0.0,825.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,825.0,825.0,60.0,402.0
105,98.485,0.56,0.37,0.11,0.26,0.0,0.0,0.0,0.04,0.13,30.0,0.0,825.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,660.0,825.0,60.0,456.75946505542424
106,98.478,0.54,0.75,0.0,0.2,0.0,0.0,0.0,0.0,0.0,30.0,0.0,825.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,825.0,825.0,60.0,411.0
107,98.285,0.57,0.74,0.02,0.23,0.0,0.0,0.0,0.0,0.12,30.0,0.0,825.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,825.0,60.0,450.67651168546365
108,98.155,0.53,0.83,0.0,0.3,0.0,0.0,0.0,0.02,0.12,30.0,0.0,825.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1270.0,825.0,60.0,415.0
109,98.144,0.57,0.82,0.0,0.3,0.0,0.0,0.0,0.02,0.1,30.0,0.0,825.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1270.0,825.0,60.0,425.0
110,98.327,0.56,0.68,0.03,0.25,0.0,0.0,0.0,0.03,0.1,30.0,0.0,825.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,610.0,825.0,60.0,448.11275475495904
111,98.288,0.52,0.8,0.02,0.21,0.0,0.0,0.0,0.02,0.1,30.0,0.0,825.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,825.0,60.0,410.0
112,98.073,0.54,0.7,0.22,0.27,0.0,0.0,0.0,0.06,0.1,30.0,0.0,825.0,24.0,24.0,650.0,0.0,30.0,30.0,30.0,610.0,825.0,60.0,424.31422388346317
113,97.385,0.43000000000000005,0.74,0.02,0.24,0.0,0.0,0.0,0.03,1.12,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,582.0
114,97.58,0.42000000000000004,0.71,0.04,0.27,0.0,0.0,0.0,0.02,0.96,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,524.0
115,97.198,0.4,0.78,0.13,0.31,0.0,0.0,0.0,0.07,1.1,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,583.0
116,97.52,0.42000000000000004,0.72,0.0,0.22,0.0,0.0,0.0,0.03,1.06,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,587.0004481848262
117,97.469,0.39,0.73,0.11,0.25,0.0,0.0,0.0,0.06,0.98,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,536.0
118,97.276,0.42000000000000004,0.81,0.04,0.32,0.0,0.0,0.0,0.03,1.09,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,577.0
119,97.51,0.42000000000000004,0.78,0.05,0.26,0.0,0.0,0.0,0.04,0.94,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,565.0
120,97.286,0.4,0.79,0.04,0.32,0.0,0.0,0.0,0.05,1.09,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,562.0
121,97.385,0.43000000000000005,0.74,0.02,0.24,0.0,0.0,0.0,0.03,1.12,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,544.5090145203408
122,97.58,0.42000000000000004,0.71,0.04,0.27,0.0,0.0,0.0,0.02,0.96,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,504.0
123,97.198,0.4,0.78,0.13,0.31,0.0,0.0,0.0,0.07,1.1,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,512.955755591769
124,97.52,0.42000000000000004,0.72,0.0,0.22,0.0,0.0,0.0,0.03,1.06,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,517.0
125,97.469,0.39,0.73,0.11,0.25,0.0,0.0,0.0,0.06,0.98,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,504.4196964715666
126,97.276,0.42000000000000004,0.81,0.04,0.32,0.0,0.0,0.0,0.03,1.09,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,518.0
127,97.51,0.42000000000000004,0.78,0.05,0.26,0.0,0.0,0.0,0.04,0.94,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,524.0
128,97.286,0.4,0.79,0.04,0.32,0.0,0.0,0.0,0.05,1.09,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,503.0
129,97.385,0.43000000000000005,0.74,0.02,0.24,0.0,0.0,0.0,0.03,1.12,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,501.12935169343393
130,97.58,0.42000000000000004,0.71,0.04,0.27,0.0,0.0,0.0,0.02,0.96,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,457.0
131,97.198,0.4,0.78,0.13,0.31,0.0,0.0,0.0,0.07,1.1,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,472.1559980092635
132,97.52,0.42000000000000004,0.72,0.0,0.22,0.0,0.0,0.0,0.03,1.06,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,497.5801449858547
133,97.469,0.39,0.73,0.11,0.25,0.0,0.0,0.0,0.06,0.98,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,464.38835705291854
