,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
134,97.276,0.42000000000000004,0.81,0.04,0.32,0.0,0.0,0.0,0.03,1.09,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,490.0
135,97.51,0.42000000000000004,0.78,0.05,0.26,0.0,0.0,0.0,0.04,0.94,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,476.81784223783217
136,97.286,0.4,0.79,0.04,0.32,0.0,0.0,0.0,0.05,1.09,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,488.36171535126755
137,97.167,0.36,0.73,0.19,0.3,0.0,0.0,0.0,0.05,1.01,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,587.0
138,97.419,0.35,0.7,0.0,0.3,0.0,0.0,0.0,0.02,1.03,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1250.0,855.0,60.0,571.0
139,97.298,0.36,0.79,0.04,0.27,0.0,0.0,0.0,0.03,1.03,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,582.3714182503913
140,97.284,0.36,0.81,0.08,0.23,0.0,0.0,0.0,0.05,0.99,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,530.0,855.0,60.0,526.0
141,97.26,0.34,0.72,0.1,0.25,0.0,0.0,0.0,0.12,1.01,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,535.0
142,97.224,0.36,0.74,0.12,0.35,0.0,0.0,0.0,0.05,0.97,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,740.0,855.0,60.0,572.0
143,97.211,0.37,0.82,0.05,0.23,0.0,0.0,0.0,0.04,1.09,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,530.0,855.0,60.0,562.0
144,97.123,0.35,0.8,0.18,0.25,0.0,0.0,0.0,0.08,0.99,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,568.1413744965648
145,97.387,0.35,0.71,0.02,0.25,0.0,0.0,0.0,0.02,1.06,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,594.6063759282752
146,97.435,0.33,0.69,0.05,0.27,0.0,0.0,0.0,0.04,0.99,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,640.0,855.0,60.0,585.0
147,97.476,0.35,0.7,0.02,0.25,0.0,0.0,0.0,0.0,1.0,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,592.0
148,97.153,0.37,0.76,0.12,0.29,0.0,0.0,0.0,0.12,1.01,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,574.5344100044314
149,97.103,0.38,0.8,0.12,0.27,0.0,0.0,0.0,0.07,1.07,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,536.0
150,97.188,0.34,0.71,0.12,0.29,0.0,0.0,0.0,0.11000000000000001,1.05,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,557.0
151,97.167,0.36,0.73,0.19,0.3,0.0,0.0,0.0,0.05,1.01,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,552.0
152,97.419,0.35,0.7,0.0,0.3,0.0,0.0,0.0,0.02,1.03,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1250.0,855.0,60.0,519.0
153,97.298,0.36,0.79,0.04,0.27,0.0,0.0,0.0,0.03,1.03,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,524.0
154,97.284,0.36,0.81,0.08,0.23,0.0,0.0,0.0,0.05,0.99,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,530.0,855.0,60.0,534.9332513146646
155,97.26,0.34,0.72,0.1,0.25,0.0,0.0,0.0,0.12,1.01,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,490.0
156,97.224,0.36,0.74,0.12,0.35,0.0,0.0,0.0,0.05,0.97,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,740.0,855.0,60.0,550.0
157,97.211,0.37,0.82,0.05,0.23,0.0,0.0,0.0,0.04,1.09,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,530.0,855.0,60.0,515.0
158,97.123,0.35,0.8,0.18,0.25,0.0,0.0,0.0,0.08,0.99,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,523.1048630286912
159,97.387,0.35,0.71,0.02,0.25,0.0,0.0,0.0,0.02,1.06,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,546.0
160,97.435,0.33,0.69,0.05,0.27,0.0,0.0,0.0,0.04,0.99,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,640.0,855.0,60.0,535.0
161,97.476,0.35,0.7,0.02,0.25,0.0,0.0,0.0,0.0,1.0,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,550.0
162,97.153,0.37,0.76,0.12,0.29,0.0,0.0,0.0,0.12,1.01,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,542.0
163,97.103,0.38,0.8,0.12,0.27,0.0,0.0,0.0,0.07,1.07,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,592.0
164,97.188,0.34,0.71,0.12,0.29,0.0,0.0,0.0,0.11000000000000001,1.05,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,530.3636379724124
165,97.167,0.36,0.73,0.19,0.3,0.0,0.0,0.0,0.05,1.01,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,483.4329278464938
166,97.419,0.35,0.7,0.0,0.3,0.0,0.0,0.0,0.02,1.03,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1250.0,855.0,60.0,491.0
167,97.298,0.36,0.79,0.04,0.27,0.0,0.0,0.0,0.03,1.03,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,463.0
168,97.284,0.36,0.81,0.08,0.23,0.0,0.0,0.0,0.05,0.99,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,530.0,855.0,60.0,464.0
169,97.26,0.34,0.72,0.1,0.25,0.0,0.0,0.0,0.12,1.01,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,459.0
170,97.224,0.36,0.74,0.12,0.35,0.0,0.0,0.0,0.05,0.97,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,740.0,855.0,60.0,489.0
171,97.211,0.37,0.82,0.05,0.23,0.0,0.0,0.0,0.04,1.09,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,530.0,855.0,60.0,477.0
172,97.123,0.35,0.8,0.18,0.25,0.0,0.0,0.0,0.08,0.99,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,469.0
173,97.387,0.35,0.71,0.02,0.25,0.0,0.0,0.0,0.02,1.06,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,496.0
174,97.435,0.33,0.69,0.05,0.27,0.0,0.0,0.0,0.04,0.99,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,640.0,855.0,60.0,486.72108692230034
175,97.476,0.35,0.7,0.02,0.25,0.0,0.0,0.0,0.0,1.0,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,511.0
176,97.153,0.37,0.76,0.12,0.29,0.0,0.0,0.0,0.12,1.01,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,490.0
177,97.103,0.38,0.8,0.12,0.27,0.0,0.0,0.0,0.07,1.07,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,523.0
178,97.188,0.34,0.71,0.12,0.29,0.0,0.0,0.0,0.11000000000000001,1.05,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,488.16457075329447
179,97.201,0.41,0.77,0.05,0.24,0.0,0.0,0.0,0.04,1.06,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,530.0,855.0,60.0,614.7347099647413
180,97.111,0.39,0.8599999999999999,0.12,0.27,0.0,0.0,0.0,0.1,0.96,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,581.0
181,97.209,0.43000000000000005,0.74,0.02,0.26,0.0,0.0,0.0,0.02,1.07,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,625.0
182,97.222,0.4,0.77,0.13,0.26,0.0,0.0,0.0,0.05,0.98,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,610.0,855.0,60.0,562.0
183,97.181,0.41,0.8,0.1,0.24,0.0,0.0,0.0,0.03,1.02,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,510.0,855.0,60.0,635.0
184,97.288,0.41,0.74,0.08,0.25,0.0,0.0,0.0,0.05,0.99,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,700.0,855.0,60.0,566.0
185,97.011,0.39,0.77,0.15,0.28,0.0,0.0,0.0,0.09,1.08,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,596.7190873004557
186,97.436,0.37,0.69,0.02,0.24,0.0,0.0,0.0,0.02,1.0,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,606.0
187,97.028,0.42000000000000004,0.77,0.09,0.29,0.0,0.0,0.0,0.12,1.1,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,582.0
188,97.135,0.42000000000000004,0.75,0.12,0.28,0.0,0.0,0.0,0.07,1.04,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,634.0
189,97.099,0.4,0.74,0.15,0.26,0.0,0.0,0.0,0.13,1.01,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,585.0
190,97.034,0.4,0.8699999999999999,0.11,0.25,0.0,0.0,0.0,0.07,1.06,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,700.0,855.0,60.0,603.0
191,97.41,0.4,0.7,0.12,0.22,0.0,0.0,0.0,0.04,0.94,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,580.1461432084125
192,97.088,0.4,0.74,0.1,0.25,0.0,0.0,0.0,0.24,0.96,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,510.0,855.0,60.0,631.0
193,97.221,0.44000000000000006,0.75,0.02,0.26,0.0,0.0,0.0,0.02,1.05,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,625.0
194,97.201,0.41,0.77,0.05,0.24,0.0,0.0,0.0,0.04,1.06,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,530.0,855.0,60.0,551.0
195,97.111,0.39,0.8599999999999999,0.12,0.27,0.0,0.0,0.0,0.1,0.96,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,539.0
196,97.209,0.43000000000000005,0.74,0.02,0.26,0.0,0.0,0.0,0.02,1.07,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,585.1840145148074
197,97.222,0.4,0.77,0.13,0.26,0.0,0.0,0.0,0.05,0.98,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,610.0,855.0,60.0,550.0
198,97.181,0.41,0.8,0.1,0.24,0.0,0.0,0.0,0.03,1.02,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,510.0,855.0,60.0,590.0
199,97.288,0.41,0.74,0.08,0.25,0.0,0.0,0.0,0.05,0.99,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,700.0,855.0,60.0,527.0
200,97.011,0.39,0.77,0.15,0.28,0.0,0.0,0.0,0.09,1.08,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,557.0
201,97.436,0.37,0.69,0.02,0.24,0.0,0.0,0.0,0.02,1.0,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,551.0
202,97.028,0.42000000000000004,0.77,0.09,0.29,0.0,0.0,0.0,0.12,1.1,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,583.0
203,97.135,0.42000000000000004,0.75,0.12,0.28,0.0,0.0,0.0,0.07,1.04,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,548.6541702226973
204,97.099,0.4,0.74,0.15,0.26,0.0,0.0,0.0,0.13,1.01,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,543.0
205,97.034,0.4,0.8699999999999999,0.11,0.25,0.0,0.0,0.0,0.07,1.06,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,700.0,855.0,60.0,543.0
206,97.41,0.4,0.7,0.12,0.22,0.0,0.0,0.0,0.04,0.94,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,563.0
207,97.088,0.4,0.74,0.1,0.25,0.0,0.0,0.0,0.24,0.96,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,510.0,855.0,60.0,577.0
208,97.221,0.44000000000000006,0.75,0.02,0.26,0.0,0.0,0.0,0.02,1.05,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,584.817391708832
209,97.201,0.41,0.77,0.05,0.24,0.0,0.0,0.0,0.04,1.06,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,530.0,855.0,60.0,490.0
210,97.111,0.39,0.8599999999999999,0.12,0.27,0.0,0.0,0.0,0.1,0.96,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,486.59063500451686
211,97.209,0.43000000000000005,0.74,0.02,0.26,0.0,0.0,0.0,0.02,1.07,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,511.0
212,97.222,0.4,0.77,0.13,0.26,0.0,0.0,0.0,0.05,0.98,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,610.0,855.0,60.0,494.0
213,97.181,0.41,0.8,0.1,0.24,0.0,0.0,0.0,0.03,1.02,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,510.0,855.0,60.0,517.0
214,97.288,0.41,0.74,0.08,0.25,0.0,0.0,0.0,0.05,0.99,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,700.0,855.0,60.0,510.8523909729569
215,97.011,0.39,0.77,0.15,0.28,0.0,0.0,0.0,0.09,1.08,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1120.0,855.0,60.0,502.0
216,97.436,0.37,0.69,0.02,0.24,0.0,0.0,0.0,0.02,1.0,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,504.0
217,97.028,0.42000000000000004,0.77,0.09,0.29,0.0,0.0,0.0,0.12,1.1,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,505.0
218,97.135,0.42000000000000004,0.75,0.12,0.28,0.0,0.0,0.0,0.07,1.04,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,502.0
219,97.099,0.4,0.74,0.15,0.26,0.0,0.0,0.0,0.13,1.01,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,500.0,855.0,60.0,501.9138175138441
220,97.034,0.4,0.8699999999999999,0.11,0.25,0.0,0.0,0.0,0.07,1.06,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,700.0,855.0,60.0,503.4436653459634
221,97.41,0.4,0.7,0.12,0.22,0.0,0.0,0.0,0.04,0.94,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,820.0,855.0,60.0,517.0
222,97.088,0.4,0.74,0.1,0.25,0.0,0.0,0.0,0.24,0.96,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,510.0,855.0,60.0,523.0
223,97.221,0.44000000000000006,0.75,0.02,0.26,0.0,0.0,0.0,0.02,1.05,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,855.0,60.0,516.0
224,97.545,0.39,1.5700000000000003,0.06,0.22,0.0,0.0,0.0,0.05,0.13,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,486.0
225,97.588,0.38,1.52,0.07,0.27,0.0,0.0,0.0,0.03,0.13,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,427.0
226,97.808,0.4,1.34,0.02,0.25,0.0,0.0,0.0,0.02,0.13,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,510.0
227,97.59,0.4,1.56,0.05,0.22,0.0,0.0,0.0,0.06,0.08999999999999998,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,530.0,845.0,60.0,451.0
228,97.48,0.41,1.5100000000000002,0.08,0.24,0.0,0.0,0.0,0.04,0.22,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,425.0
229,97.508,0.38,1.5900000000000003,0.05,0.21,0.0,0.0,0.0,0.03,0.2,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,432.0
230,97.871,0.4,1.38,0.02,0.25,0.0,0.0,0.0,0.02,0.03,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,482.0
231,97.545,0.39,1.5700000000000003,0.06,0.22,0.0,0.0,0.0,0.05,0.13,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,435.0
232,97.588,0.38,1.52,0.07,0.27,0.0,0.0,0.0,0.03,0.13,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,406.0
233,97.808,0.4,1.34,0.02,0.25,0.0,0.0,0.0,0.02,0.13,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,457.99931907956955
234,97.59,0.4,1.56,0.05,0.22,0.0,0.0,0.0,0.06,0.08999999999999998,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,530.0,845.0,60.0,444.20376994079436
235,97.48,0.41,1.5100000000000002,0.08,0.24,0.0,0.0,0.0,0.04,0.22,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,404.0
236,97.508,0.38,1.5900000000000003,0.05,0.21,0.0,0.0,0.0,0.03,0.2,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,406.0
237,97.871,0.4,1.38,0.02,0.25,0.0,0.0,0.0,0.02,0.03,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,443.0
238,97.545,0.39,1.5700000000000003,0.06,0.22,0.0,0.0,0.0,0.05,0.13,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,397.0
239,97.588,0.38,1.52,0.07,0.27,0.0,0.0,0.0,0.03,0.13,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,385.0
240,97.808,0.4,1.34,0.02,0.25,0.0,0.0,0.0,0.02,0.13,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,425.0
241,97.59,0.4,1.56,0.05,0.22,0.0,0.0,0.0,0.06,0.08999999999999998,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,530.0,845.0,60.0,396.0
242,97.48,0.41,1.5100000000000002,0.08,0.24,0.0,0.0,0.0,0.04,0.22,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,610.0,845.0,60.0,380.0
243,97.508,0.38,1.5900000000000003,0.05,0.21,0.0,0.0,0.0,0.03,0.2,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,406.866553092711
244,97.871,0.4,1.38,0.02,0.25,0.0,0.0,0.0,0.02,0.03,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,398.0
245,97.61,0.42000000000000004,1.5,0.05,0.23,0.0,0.0,0.0,0.04,0.15,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,820.0,845.0,60.0,505.0
246,97.393,0.43000000000000005,1.38,0.1,0.34,0.0,0.0,0.0,0.08,0.26,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1100.0,845.0,60.0,536.0
247,97.521,0.42000000000000004,1.6,0.07,0.21,0.0,0.0,0.0,0.03,0.12,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,484.0
248,97.424,0.42000000000000004,1.58,0.07,0.24,0.0,0.0,0.0,0.06,0.16999999999999998,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,495.0
249,97.675,0.42000000000000004,1.5100000000000002,0.0,0.21,0.0,0.0,0.0,0.02,0.12,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1510.0,845.0,60.0,551.0
250,97.4,0.45000000000000007,1.58,0.08,0.33,0.0,0.0,0.0,0.06,0.1,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,740.0,845.0,60.0,477.0
251,97.415,0.41,1.36,0.1,0.34,0.0,0.0,0.0,0.07,0.27,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1100.0,845.0,60.0,530.0
252,97.777,0.4,1.4700000000000002,0.0,0.25,0.0,0.0,0.0,0.02,0.04,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1510.0,845.0,60.0,516.0
253,97.72,0.41,1.48,0.06,0.22,0.0,0.0,0.0,0.03,0.08,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,820.0,845.0,60.0,445.0
254,97.276,0.4600000000000001,1.4900000000000002,0.1,0.3,0.0,0.0,0.0,0.1,0.26,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1100.0,845.0,60.0,501.68848885955975
255,97.591,0.43000000000000005,1.46,0.02,0.26,0.0,0.0,0.0,0.02,0.19,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,506.2823750013289
256,97.538,0.41,1.58,0.05,0.22,0.0,0.0,0.0,0.04,0.13,30.0,0.0,870.0,24.0,8.0,550.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,443.0
257,97.61,0.42000000000000004,1.5,0.05,0.23,0.0,0.0,0.0,0.04,0.15,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,820.0,845.0,60.0,446.428354760986
258,97.393,0.43000000000000005,1.38,0.1,0.34,0.0,0.0,0.0,0.08,0.26,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1100.0,845.0,60.0,502.0
259,97.521,0.42000000000000004,1.6,0.07,0.21,0.0,0.0,0.0,0.03,0.12,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,451.0
260,97.424,0.42000000000000004,1.58,0.07,0.24,0.0,0.0,0.0,0.06,0.16999999999999998,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,452.5539149466865
261,97.675,0.42000000000000004,1.5100000000000002,0.0,0.21,0.0,0.0,0.0,0.02,0.12,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1510.0,845.0,60.0,497.0
262,97.4,0.45000000000000007,1.58,0.08,0.33,0.0,0.0,0.0,0.06,0.1,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,740.0,845.0,60.0,450.9359344201123
263,97.415,0.41,1.36,0.1,0.34,0.0,0.0,0.0,0.07,0.27,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1100.0,845.0,60.0,461.87656807114297
264,97.777,0.4,1.4700000000000002,0.0,0.25,0.0,0.0,0.0,0.02,0.04,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1510.0,845.0,60.0,461.0
265,97.72,0.41,1.48,0.06,0.22,0.0,0.0,0.0,0.03,0.08,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,820.0,845.0,60.0,399.0
266,97.276,0.4600000000000001,1.4900000000000002,0.1,0.3,0.0,0.0,0.0,0.1,0.26,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1100.0,845.0,60.0,462.0558388007513
267,97.591,0.43000000000000005,1.46,0.02,0.26,0.0,0.0,0.0,0.02,0.19,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,1740.0000000000002,845.0,60.0,490.0
268,97.538,0.41,1.58,0.05,0.22,0.0,0.0,0.0,0.04,0.13,30.0,0.0,870.0,24.0,8.0,600.0,0.0,30.0,30.0,30.0,480.0,845.0,60.0,424.0
269,97.61,0.42000000000000004,1.5,0.05,0.23,0.0,0.0,0.0,0.04,0.15,30.0,0.0,870.0,24.0,8.0,650.0,0.0,30.0,30.0,30.0,820.0,845.0,60.0,412.56823082333847
